vol,num,author,author_std,title,subtitle,editorial,genre,city,publisher,year,series,pages,printrun,price,contents
1932-1939,3391,"Студенецкий, Н. В.",СтуденецкийНВ,Колька пропал,Удивительное происшествие,Илл. художн. С.  Г лаголева.,NA,М.,Огиз — Книгоцентр — Молодая гвардия,1932,NA,16,40000,NA,NA
1932-1939,3392,"Студенцов, Н. Н.",СтуденцовНН,Занимательная география,Сборник географических задач и вопросов,NA,NA,Саратов,Свердловское областное государств. изд-во,1939,NA,76,15000,2.7,NA
1932-1939,3397,"Суворова, А.",СувороваА,Фасс! О юных собаководах,NA,Рис. Г. Никольского.,NA,М.; Л.,Детиздат,1939,NA,88,10000,3.25,NA
1932-1939,3398,"Суровцев, В. Е.",СуровцевВЕ,Фабрика временя,NA,Под ред. зам. дир. Ташкентской астрономической . обсерватории А. И. Постоева.,NA,Москва; Ташкент,Саогиз,1934,NA,100,25150,0.5,NA
1932-1939,3399,NOAUTHOR,NA,Счастливая детвора,Однодневный журнал учащихся начальных школ Велико-Устюгского района в подарок 7-му районному съезду советов,NA,NA,Великий Устюг,изд. газ. Советская мысль,1934,NA,17,2500,0.3,NA
1932-1939,3400,NOAUTHOR,NA,Счастливая юность,Журнал учащихся 173-й школы Свердловского района г. Москвы. Май 1938 г. Ответств. ред. Л. Г. Блюменфельд,NA,NA,М.,Акад. пед. наук СССР,1938,NA,32,250,NA,NA
1932-1939,3403,NOAUTHOR,NA,Счастливым детям — счастливой страны,Сборник материалов,NA,NA,Свердловск,Обл. дом художественного воспитания детей,1939,NA,86,1000,3,NA
1932-1939,3404,NOAUTHOR,NA,С честью носить имя Ленина,NA,NA,NA,Киров,Райком ВЛКСМ,1936,NA,6,700,NA,NA
1932-1939,3405,NOAUTHOR,NA,Считалочка,NA,Рис. Л. Юдина.,NA,Л.,Детиздат,1938,NA,10,50000,0.75,NA
1932-1939,3408,"Сэвли, Л.",СэвлиЛ,История одного мальчишки,NA,NA,NA,Л.,Лоиз,1932,NA,68,20000,0.6,NA
1932-1939,3420,"Тайц, Я.; Грачев, Г.",ГрачевГ,Артек,NA,Фото Г. Грачева. Переплет Н. Шишловского.,NA,М.; Л.,Детиздат,1938,NA,104,25300,2.25,NA
1932-1939,3423,"Тамби, В. А.",ТамбиВА,Воздушные работники,NA,Текст Л. Савельева.,NA,Л.,"Детгиз, Ленингр. отделение",1934,NA,12,50325,0.4,NA
1932-1939,3424,"Тамби, В. А.",ТамбиВА,Гонки на воде,NA,NA,NA,М.,Огиз—Молодая гвардия,1932,NA,10,10000,0.5,NA
1932-1939,3425,"Тамби, В. А.",ТамбиВА,Книга оварий,NA,Текст Е. Шварца.,NA,М.,Огиз—Молодая гвардия,1932,NA,10,10000,0.5,NA
1932-1939,3426,NOAUTHOR,NA,Танец с лентами,Для детских самодеятельных танцевальных кружков,Постановка Т. А. Устиновой. Музыка П. Чайковского из балета «Щелкунчик».,NA,М.,Акад. пед. наук СССР,1938,Центр. дом худож. воспитания детей РСФСР,9,3000,0.4,NA
1932-1939,3427,"Тарабанов, В.",ТарабановВ,Поход василе-островцев,NA,Обл. Т. Певзнера.,NA,М.; Л.,Огиз—Молодая гвардия,1932,NA,56,10000,0.35,NA
1932-1939,3428,NOAUTHOR,NA,Тарантелла,NA,"Рис. Е. Стран-нолюбекой. Подготовлено к печати Центр, домом худож. воспитания детей РСФСР.",NA,М.; Л.,Музгиз,1939,Парные танцы,6,15000,0.2,NA
1932-1939,3431,"Тарасов, Г.",ТарасовГ,Театр петрушки,Руководство  ных петрушечных самодеятельных кружков,Под ред. заслуж. артиста Республики Г. С. Деммени. Обл. Тырсы.,NA,Л.,Облоно,1936,NA,136,5000,1.75,NA
1932-1939,3442,"Тархова, В.",ТарховаВ,Кролики,NA,Рис. А.  Варфоломеева.,NA,Симферополь,Госиздат КрымАССР,1935,NA,16,10000,0.55,NA
1932-1939,3469,NOAUTHOR,NA,Телевизор,NA,NA,NA,М.; Л.,Гос. техн.-теоретич. изд-во,1934,Центр. детская технич. станция НКП РСФСР,8,20000,0.1,NA
1932-1939,3470,NOAUTHOR,NA,Телескоп из очковых стекол,NA,NA,NA,М.,Сотрудник,1938,Для умелых рук,4,12000,0.8,NA
1932-1939,3471,NOAUTHOR,NA,Теневой театр,NA,Сост. Т. Ка-раманенко.,NA,М.,Акад. пед. наук СССР,1939,Центр. дом худож. воспитания детей РСФСР. Худож. материалы,8,5000,NA,NA
1932-1939,3472,NOAUTHOR,NA,Теплоход,"Рисунки, текст и макет художн. В. Голицына",Ред. Техпроп Наркомвода СССР— Н. Нелидов.,NA,М.,Огиз—Молодая гвардия,1933,NA,1,25000,1.5,NA
1932-1939,3478,NOAUTHOR,NA,Техника ребятам,NA,NA,NA,Воронеж,Воронежская обл. детская технич. и с.-х. станция,1935,Делегату 1-й Воронежской обл. конференции ВЛКСМ,32,500,NA,NA
1932-1939,3479,NOAUTHOR,NA,Техническая игрушка — жироскоп,Описание и наставление к пользованию,NA,NA,Л.; М.,"ОНТИ, Главная ред. энергетич. лит-ры",1935,NA,16,10000,NA,NA
1932-1939,3488,"Тихомиров, М. Н.",ТихомировМН,Первый печатник,NA,"Обл. и оформление С. И. Соколова. Заставка, концовка и рукописные буквы из книг и рукописей XVI века.",NA,М.,Посредник,1934,NA,88,8000,1.2,NA
1932-1939,3498,"Тмин, Леля",ТминЛ,Звено Фрам и колхоз Луна,NA,Рис. и обл. Э. Будо-госского.,NA,М.; Л.,Огиз—Молодая гвардия,1932,NA,88,10000,0.7,NA
1932-1939,3499,NOAUTHOR,NA,Товарищ Куйбышев,NA,NA,NA,М.,Огиз—Молодая гвардия,1935,Беседы у костра,112,25000,0.35,NA
1932-1939,3500,NOAUTHOR,NA,Товарищ,Календарь-справочник  на 1932 г,NA,NA,М.; Л.,Огиз — Московский рабочий,1931,NA,191,100000,0.9,NA
1932-1939,3501,NOAUTHOR,NA,Товарищ,Календарь-справочник  на 1932 г,"Под ред. Центр, ин-та деткомдвижения.",NA,М.; Л.,Огиз — Московский рабочий,1931,NA,191,100000,0.9,NA
1932-1939,3502,NOAUTHOR,NA,Товарищеское   письмо.  № 4,NA,NA,NA,М.,Акад. пед. наук СССР,1933,"«Пионерская правда», газ. Москва",10,3000,NA,NA
1932-1939,3503,NOAUTHOR,NA,Товарищеское   письмо.  № 5,NA,NA,NA,М.,Акад. пед. наук СССР,1933,"«Пионерская правда», газ. Москва",15,4000,NA,NA
1932-1939,3504,NOAUTHOR,NA,Товарищеское   письмо.  № 7,NA,NA,NA,М.,Акад. пед. наук СССР,1934,"«Пионерская правда», газ. Москва",10,3000,NA,NA
1932-1939,3505,NOAUTHOR,NA,Товарищеское   письмо.  № 1,NA,NA,NA,Иваново,Акад. пед. наук СССР,1934,"«Всегда готов», газ. Иваново",12,1500,NA,NA
1932-1939,3506,NOAUTHOR,NA,Товарищеское письмо редакторам стенных газет,NA,NA,NA,М.,Акад. пед. наук СССР,1937,"«Пионерская правда», газ. Москва",16,10000,NA,NA
1932-1939,3507,NOAUTHOR,NA,Токарный станок,NA,NA,NA,М.,Сотрудник,1939,Для умелых рук,1,12000,0.6,NA
1932-1939,3508,"Токмаков, Г. А.",ТокмаковГА,Приемник «1-У-О» с питанием от батареи,NA,NA,NA,М.,Акад. пед. наук СССР,1939,Центр. детская технич. станция им. Н. М. Шверника,8,3000,0.2,NA
1932-1939,3509,"Токмаков, Г. А.",ТокмаковГА,Приемник «1-У-О» с полным питанием от сети переменного тока,NA,NA,NA,М.,Акад. пед. наук СССР,1939,Центр. детская технич. станция им. Н. М. Шверника,8,3000,0.2,NA
1932-1939,3510,"Токмаков, Г. А.",ТокмаковГА,Простой детекторный приемник,NA,NA,NA,М.,Акад. пед. наук СССР,1939,Центр. детская технич. станция им. Н. М. Шверника,4,4000,0.1,NA
1932-1939,3511,"Толмачев, Н. С.",ТолмачевНС,Модели военных кораблей,Пособия  ников и военно-морских кружков Осоавиахима,NA,NA,М.,Редиздат ЦС Осоавиахима СССР,1939,NA,128,20000,2.25,NA
1932-1939,3513,"Толстова, Н. А.",ТолстоваНА,"Пушкин. Биографии, монтаж  (1-й вариант.) Пособие для школ к дням 100-летия со дня смерти А",С. Пушкина,Под ред. А. С. Толстова.,NA,М.,Акад. пед. наук СССР,1936,НКПС. Центр. отд. школ,21,2500,NA,NA
1932-1939,3514,"Толстова, Н. А.",ТолстоваНА,"Пушкин. Биографии, монтаж .  ( 2-й вариант.) Пособие для школ к дням 100-летая со дня смерти А",С. Пушкина,Под ред. А. С. Толстова.,NA,М.,Акад. пед. наук СССР,1936,НКПС. Центр. отд. школ,22,2500,NA,NA
1932-1939,3596,"Толубаев, Л. М.; Павлов, М. Д.",ТолубаевЛМ,Юные ворошиловцы,NA,NA,NA,Москва; Куйбышев,Куйбышевское краевое изд-во,1935,NA,128,15000,1.5,NA
1932-1939,3596,"Толубаев, Л. М.; Павлов, М. Д.",ПавловМД,Юные ворошиловцы,NA,NA,NA,Москва; Куйбышев,Куйбышевское краевое изд-во,1935,NA,128,15000,1.5,NA
1932-1939,3599,NOAUTHOR,NA,Торговый флот СССР (морской),NA,Художн. В. Голицын.,NA,Л.,т-во Знание (кооп. т-во Сотрудник),1935,NA,12,40000,0.6,NA
1932-1939,3607,NOAUTHOR,NA,Три поросенка,NA,Текст и рис. студии Вальтера Диснея. Пе-рев. и обраб. С. Михалкова. Изд. 2-е.,NA,М.; Л.,Детиздат,1937,NA,45,50000,3.75,NA
1932-1939,3647,"Тушкан, Ю.; Лоскутов, М.",ТушканЮ,Голубой берег,NA,Рис. А. Силина.,NA,М.; Л.,Детиздат,1937,NA,214,25300,4.25,NA
1932-1939,3657,"Тюрин, Н. И.",ТюринНИ,В поисках точности,NA,Обл. Тененбаума.,NA,М.; Л.,"ОНТИ, Главная ред. научно-попул. и юношеской лит-ры",1935,NA,120,10000,1,NA
1932-1939,3659,NOAUTHOR,NA,Увеличитель для электрического света,NA,NA,NA,М.,Акад. пед. наук СССР,1939,Центр. детская технич. станция им. Н. М. Шверника,4,2000,NA,NA
1932-1939,3660,NOAUTHOR,NA,Уголок живой природы в пионерлагере и на детской площадке,NA,NA,NA,Горький,Акад. пед. наук СССР,1934,Горьковская краевая детская технич. и с.-х. станция,22,600,NA,NA
1932-1939,3661,NOAUTHOR,NA,Уголь,Конструкция и текст Н. Булатова и П. Лопатина,Рис. В. Щеглова.,NA,М.,Огиз—Молодая гвардия,1932,NA,1,25000,0.65,NA
1932-1939,3664,NOAUTHOR,NA,Украинская пляска,Для детских самодеятельных - танцовальных кружков,Постановка А. Ф. Ткаченко.,NA,М.,Акад. пед. наук СССР,1938,Центр. дом худож. воспитания детей РСФСР,15,3000,0.5,NA
1932-1939,3664а,"Улицкий, Б. М.",УлицкийБМ,Самодельная метеорологическая станция,NA,NA,NA,М.; Л.,ОНТИ,1936,Юный конструктор,104,25000,1,NA
1932-1939,3665,"Ульрих, Е.; Саконская, Н.",УльрихЕ,Смотр игрушек-самоделок,NA,Илл. М. Синяковой.,NA,М.,Огиз—Молодая гвардия,1932,NA,12,50000,0.25,NA
1932-1939,3666,"Ульянин, И. А.",УльянинИА,Силуэтная композиция,NA,NA,NA,Л.,Ленпромпечатьсоюз,1939,NA,8,50000,0.35,NA
1932-1939,3667,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,NA,Изд. 6-е.,NA,М.,Огиз—Молодая гвардия,1933,NA,32,75000,0.35,NA
1932-1939,3668,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,NA,Изд. 7-е.,NA,М.,Огиз—Молодая гвардия,1933,NA,32,100000,0.25,NA
1932-1939,3669,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,NA,NA,NA,Баку,Партиздат,1934,NA,40,8000,0.5,NA
1932-1939,3670,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,NA,Гравюры И. Неутолимова. Изд. 8-е.,NA,М.,Детгиз,1935,NA,40,100000,0.9,NA
1932-1939,3671,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,NA,Изд. 9-е.,NA,М.; Л.,Детиздат,1936,NA,48,50000,2.25,NA
1932-1939,3672,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,NA,NA,NA,М.; Л.,Детиздат,1937,NA,32,350300,2.25,NA
1932-1939,3673,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,NA,NA,NA,М.; Л.,Детиздат,1937,Школьная библиотека,32,400000,1.75,NA
1932-1939,3674,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,NA,NA,NA,Хабаровск,Дальгиз,1937,NA,32,25000,0.5,NA
1932-1939,3675,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,NA,NA,NA,М.; Л.,Детиздат,1938,NA,32,100000,2.25,NA
1932-1939,3676,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,NA,NA,NA,Ростов-на-Дону,Ростиздат,1939,NA,48,20000,1,NA
1932-1939,3677,"Уманская, A.",УманскаяA,"О Ниночке, Тубике и Мишке",NA,NA,NA,Харьков,Художник,1939,NA,8,15000,0.9,NA
1932-1939,3678,"Уржумский, П.",УржумскийП,Иоканьга,NA,Обл. и рис. Е. Иванова. Изд. 2-е. Одобрено учебно-методическим сектором Сев. крайоно.,NA,Архангельск,Огиз — Севкрайгиз,1932,Северная . краевая библиотека школ повышенного типа,47,5200,0.5,NA
1932-1939,3679,"Уржумский, П.",УржумскийП,Мудьюг,NA,Обл. и илл. Е. Н. Иванова. Изд. 2-е.,NA,Архангельск,Северное краевое изд-во,1932,Северная краевая библиотека школьника I ступени. Для старших групп,32,5200,0.5,NA
1932-1939,3684,"Успенский, Л.",УспенскийЛВ,Кот в„ самолете,NA,Рис. и обл. Г. Шевякова.,NA,М.; Л.,Детиздат,1938,NA,96,50000,2,Самолет и медведь; Как сеяли рыбу; Орел Николай Петров; Страшная птица; Хвостатый парашютист; Кот в самолете; Скопа
1932-1939,3685,"Успенский, Л.",УспенскийЛВ,Храбрый мышонок,NA,Рис. Н. Селиванова-Картер.,NA,М.; Л.,Детиздат,1938,Маленькая библиотека,16,200300,0.3,NA
1932-1939,3686,"Успенский, Л.",УспенскийЛВ,Четыре боевых случая,NA,Рис. К. Рудакова.,NA,М.; Л.,Детиздат,1938,NA,24,25000,1.3,Станица Пятиизбен-ная; Смелая разведка; У пулемета; На волоске
1932-1939,3687,"Успенский, Л.",УспенскийЛВ,Четыре боевых случая,NA,Рис. К. Рудакова.,NA,М.,Детиздат,1938,NA,24,75000,1.3,см; № 3686
1932-1939,3688,"Успенский, Л.",УспенскийЛВ,Четыре боевых случая,NA,Рис. К. Рудакова.,NA,М.; Л.,Детиздат,1938,Школьная библиотека,24,252000,0.3,NA
1932-1939,3697,"Фабр, Ж.-А.",ФабрЖА,Жизнь насекомых,NA,"Обраб. Н. Н. Плавилыцикова. Ред. М. А. Гершензона и Н. С. До-роватовского. Вступит, статья: «Жан-Анри Фабр» — М. А. Гершензона. Переплет, форзац и титул Л. Лит-вак.",NA,М.; Л.,Детиздат,1936,Библиотека юного натуралиста,338,25000,14,NA
1932-1939,3698,"Фабр, Ж.-А.",ФабрЖА,Жизнь насекомых,NA,"Обраб. и послесловие Н. Н. Плавилыцикова. Ред. М. А. Гершензона и Н. С Дороватовского. Вступит, статья М. А. Гершензона.",NA,М.; Л.,Детиздат,1938,Школьная библиотека,312,70000,7,NA
1932-1939,3699,"Фабр, Ж.-А.",ФабрЖА,Шестиногие,NA,"Пересказал для детей Н. Н. Плавильщиков. Илл., портреты, заставки и концовки A. А. Брея, М. П. Смирнова, И. С. Неутолимова и М. В. Маторина.",NA,М.,Детгиз,1935,NA,116,50000,2.25,Пчела-каменщица; Сфекс-охотник; За сверчками; Сфекс и эфиппигера; Аммофила — охотничья собака; Бембекс-му-холов; История одной лакомки; Пелопей — любитель грязи; Навозный шар; Упрямый музыкант; Приключения Майки; Жуки-могильщики; Дорога домой
1932-1939,3715,"Фалькенштейн, Б. Ю.",ФалькенштейнБЮ,Наши грызуны,Определитель грызунов европейской части СССР. Пособие  Утверждено НКП РСФСР,NA,NA,М.; Л.,Учпедгиз,1937,NA,72,10000,1.5,NA
1932-1939,3715а,"Фалькнер, В. Н.",ФалькнерВН,Будем сильны и здоровы,NA,NA,NA,М.,Учгиз,1932,NA,30,5000,0.5,NA
1932-1939,3719,"Фатеев, Е. М.",ФатеевЕМ,Сделай сам ветродвигатель,NA,NA,NA,М.; Л.,Энергоиздат,1933,Юношеская научно-технич. библиотека,106,5000,1,NA
1932-1939,3720,"Фатеев, Е. М.",ФатеевЕМ,Сделай сам ветродвигатель,NA,Изд. 2-е.,NA,М.; Л.,Энергоиздат,1934,Юношеская научно-технич. библиотека,112,25000,1,NA
1932-1939,3722,"Федоров, В. А.",ФедоровВА,Кружки юных краеведов,Программа-инструкция,Под ред. Е. |К. Замысловской.,NA,Л.,Лобоно,1936,Об-во изучения Ленинградской обл,63,2500,1,NA
1932-1939,3723,"Федоров, Е. К.",ФедоровЕК,Зимовка на мысе Челюскин,NA,NA,NA,М.; Л.,Детиздат,1939,Книга за книгой,48,200300,0.65,NA
1932-1939,3724,"Федоровский, Н. М. [проф.]",ФедоровскийНМ,В стране алмазов и золота,Путешествие по Южной Африке,NA,NA,М.; Л.,Главная ред. геолого-развед. и геодезич. лит-ры,1935,Юношеская научно-технич. библиотека,164,20000,1.75,NA
1932-1939,3725,"Федоровский, Н. М. [проф.]",ФедоровскийНМ,Охотники за камнями,Из прошлого и настоящего горного Урала,Переплет Л. Литвак.,NA,М.; Л.,"ОНТИ, Главная ред. научно-попул. и юношеской лит-ры",1935,NA,191,15000,2.35,NA
1932-1939,3726,"Федоровский, Н. М. [проф.]",ФедоровскийНМ,По горам и пустыням Средней Азии,NA,"Переплет И. Тенен-баума. Заставки, концовки и инициалы Н. Смольянинова.",NA,М.; Л.,"ОНТИ, Главная ред. научно-попул. и юношеской лит-ры",1937,NA,183,20000,1.5,NA
1932-1939,3728,"Федосеев, П.",ФедосеевП,Электричество в действии,Пособие для 4-го года обучения начальной школы,NA,NA,Саратов,Нижневолжское краевое изд-во,1932,Библиотека начальной школы,47,5150,0.6,NA
1932-1939,3731,"Федюшкин, И.; Кондратьев, И.",ФедюшкинИ,Станица в столице,NA,Рис. Митурича.,NA,М.,Крестьянская газета,1932,NA,47,30000,0.25,NA
1932-1939,3731,"Федюшкин, И.; Кондратьев, И.",КондратьевИ,Станица в столице,NA,Рис. Митурича.,NA,М.,Крестьянская газета,1932,NA,47,30000,0.25,NA
1932-1939,3734,"Ферсман, А. Е.",ФерсманАЕ,Занимательная минералогия,NA,"Обл. и форзац работы художн. Ю.. Д. Скалдина. Изд. 4-е, доп.",NA,Л.,"Молодая гвардия, Ленинградское отделение",1935,NA,252,25000,3,NA
1932-1939,3735,"Ферсман, А. Е.",ФерсманАЕ,Занимательная минералогия,NA,Изд. 5-е.,NA,М.; Л.,Детиздат,1937,NA,240,25000,10,NA
1932-1939,3737,"Филатов, В.",ФилатовВ,За хлопок,NA,Рис. Н. Яковлева.,NA,Москва; Ташкент,Огиз,1932,NA,16,100000,0.5,NA
1932-1939,3739,"Филистович, М. Г.",ФилистовичМГ,Из истории великих изобретений,NA,NA,NA,Краснодар,Краевое кн-во,1939,NA,96,7000,3.5,NA
1932-1939,3740,"Финогенов, А.",ФиногеновА,Кто впереди,NA,Рис. М. Герец.,NA,Л.,Лоиз,1932,Библиотека «Ленинских искр»,26,15000,0.4,NA
1932-1939,3744,"Фламмарион, К.",ФламмарионК,Популярная астрономия,NA,Ред. и доп. Б. А. Воронцова-Вельяминова.,NA,М.; Л.,Детиздат,1939,NA,304,15000,7.75,NA
1932-1939,3745,"Флеров, К. К.",ФлеровКК,Альбом наших пушных зверей,NA,Сост. научный сотрудник I разряда Зоологич. ин-та Академии наук СССР К. Флеров. Художн. М. М. Далькевич.,NA,Л.,Ленкультпромсоюз т-ва Новая школа,1933,NA,11,25000,1.75,NA
1932-1939,3746,"Флиттнер, Н. Л.",ФлиттнерНЛ,В стране пирамид,Утв. Наркомпросом РСФСР,Художн. П. Н. Григорьевский.,NA,М.; Л.,Учпедгиз,1936,Библиотека по истории для средней школы,184,35000,1.55,NA
1932-1939,3747,"Флиттнер, Н. Л.",ФлиттнерНЛ,На берегах Евфрата и Тигра,Допущено НКП РСФСР,NA,NA,Л.,Учпедгиз. Ленинградское отделение,1938,Библиотека по истории,164,10000,1.7,NA
1932-1939,3749,"Фольман, Ф.; Бонюк, В.",ФольманФ,Пора вставать,NA,Обл. И. Царевич. Фото Р. Апин.,NA,М.,Огиз—Молодая гвардия,1932,NA,24,50000,0.3,NA
1932-1939,3749,"Фольман, Ф.; Бонюк, В.",БонюкВ,Пора вставать,NA,Обл. И. Царевич. Фото Р. Апин.,NA,М.,Огиз—Молодая гвардия,1932,NA,24,50000,0.3,NA
1932-1939,3750,"Фомичев, В. Д.",ФомичевВД,Кузнецкий каменноугольный бассейн,NA,NA,NA,Ленинград; Москва; Новосибирск,Горгеонефтеиздат,1933,Юношеская научно-технич. библиотека,88,3000,0.8,NA
1932-1939,3755,"Формозов, А. Н.",ФормозовАН,Спутник следопыта,NA,Рис. автора.,NA,М.; Л.,Детиздат,1936,NA,279,25000,5.5,NA
1932-1939,3756,"Фортунатова, Е. Я.; Шлегер, Л. К.",ФортунатоваЕЯ,Когда это бывает? Наблюдения природы,I. Весна и лето,Рис. Т. Н. Шевченко.,NA,М.,Посредник,1932,NA,47,21000,0.4,NA
1932-1939,3756,"Фортунатова, Е. Я.; Шлегер, Л. К.",ШлегерЛК,Когда это бывает? Наблюдения природы,I. Весна и лето,Рис. Т. Н. Шевченко.,NA,М.,Посредник,1932,NA,47,21000,0.4,NA
1932-1939,3757,"Фортунатова, Е. Я.; Шлегер, Л. К.",ФортунатоваЕЯ,Когда это бывает? Наблюдения природы,II. Осень..,Рис. Т.  Н. Шевченко.,NA,М.,Посредник,1932,NA,31,25000,0.3,NA
1932-1939,3757,"Фортунатова, Е. Я.; Шлегер, Л. К.",ШлегерЛК,Когда это бывает? Наблюдения природы,II. Осень..,Рис. Т.  Н. Шевченко.,NA,М.,Посредник,1932,NA,31,25000,0.3,NA
1932-1939,3758,"Фортунатова, Е. Я.; Шлегер, Л. К.",ФортунатоваЕЯ,Когда это бывает? Наблюдения природы,III. Зима,Рис. Т.  Н. Шевченко.,NA,М.,Посредник,1933,NA,32,25000,0.5,NA
1932-1939,3758,"Фортунатова, Е. Я.; Шлегер, Л. К.",ШлегерЛК,Когда это бывает? Наблюдения природы,III. Зима,Рис. Т.  Н. Шевченко.,NA,М.,Посредник,1933,NA,32,25000,0.5,NA
1932-1939,3771,"Фрейберг, П.",ФрейбергП,На смотр,NA,NA,NA,М.,Огиз—Молодая гвардия,1932,NA,16,10000,0.9,NA
1932-1939,3772,"Френкель, И. М.",ФренкельИМ,Леса без зелени,NA,Илл. и обл. художн. С. Ков-ровского.,NA,М.; Л.,Госстройиздат,1934,Юношеская научно-технич. библиотека. Научно-попул. серия,72,17000,0.7,NA
1932-1939,3773,"Фридман, В. Г. [проф.]",ФридманВГ,На чем Земля держится,NA,"Изд. 5-е, доп.",NA,М.,Гаиз,1938,Школьная библиотека,96,30000,1,NA
1932-1939,3774,"Фридман, В. Г. [проф.]",ФридманВГ,Электрический трамвай,NA,"Изд. 3-е, исправл. и доп.",NA,М.; Л.,Гос. техн.-теоретич. изд-во,1932,NA,88,10000,1.5,NA
1932-1939,3776,"Фролов, И. В.",ФроловИВ,Серега на маневрах,NA,Рис. художн. В. Глана.,NA,М.,Крестьянская газета,1932,Библиотечка журн. «Дружные ребята»,32,30000,0.1,NA
1932-1939,3778,"Фроловский, Д. И.",ФроловскийДИ,Что должен знать молодой каменщик,NA,NA,NA,М.; Л.,Госстройиздат,1933,Юношеская научно-технич. библиотека. Серия «Овладевай техникой производства»,70,10000,0.7,NA
1932-1939,3789,"Хазанов, И. Л.",ХазановИЛ,Самодельные насосы,NA,Илл. Д. Смирнова.,NA,М.,Детгиз,1935,NA,46,50000,0.6,NA
1932-1939,3790,"Хальский, С. Д.",ХальскийСД,Конструктор-самоделка,NA,Обл. и рис. Г. И. Хальокой.,NA,М.,Детгиз,1935,NA,67,25000,1.25,NA
1932-1939,3791,"Хальский, С. Д.",ХальскийСД,Тридцать три затеи,NA,Вып. 2-й.,NA,М.,Детиздат,1935,NA,32,25000,1.2,NA
1932-1939,3793,"Ханисов, Г. А.",ХанисовГА,И. И. Мечников,Его жизнь и научная деятельность,NA,NA,М.; Л.,Детиздат,1939,Школьная библиотека,112,75000,1.5,NA
1932-1939,3801,"Хлебников, Н. С.",ХлебниковНС,Катодная лампа и ее применение,NA,NA,NA,М.; Л.,Учпедгиз,1932,Рабочая школьная библиотека. Серия по физике,87,5000,1,NA
1932-1939,3808,"Холтман, Р.",ХолтманР,Американские батрачата,NA,Рис. художн. П. А. Миту-рича.,NA,М.,Крестьянская газета,1932,Библиотечка журн. «Дружные ребята»,37,30000,0.2,NA
1932-1939,3809,NOAUTHOR,NA,Хоровод,NA,"Сост. Т. Д. Онегина. Рис. Е. Страннолюбской. Подготовлено к печати Центр, домом худож. воспитания детей РСФСР.",NA,М.; Л.,Музгиз,1939,Массовые танцы,4,15000,0.15,NA
1932-1939,3813,NOAUTHOR,NA,Хочу знать всё,Чудеса техники. Автор игры Л. Д. Френкель,NA,NA,М.; Л.,Детиздат,1938,NA,128,25000,14,NA
1932-1939,3814,"Хренов, И.",ХреновИ,4-я бригада,NA,Рис. М. Герц.,NA,Л.,Лоиз,1932,За политехнич. школу. Библиотека «Ленинских искр»,40,15000,0.2,NA
1932-1939,3816,NOAUTHOR,NA,Художественный материал детей дошкольного возраста 5 XXI! годовщине Великой Октябрьской социалистической революции,NA,NA,NA,М.,Акад. пед. наук СССР,1939,Центр. дом худож. воспитания детей,56,7100,2,NA
1932-1939,3817,NOAUTHOR,NA,Художественный материал ко дню 1 Мая,NA,NA,NA,М.,Акад. пед. наук СССР,1939,Центр. дом худож. воспитания детей,80,7500,2.25,NA
1932-1939,3818,NOAUTHOR,NA,Художественный материал ко дню 1 Мая,NA,NA,NA,М.,Акад. пед. наук СССР,1939,Центр. дом худож. воспитания детей,104,5000,2.25,NA
1932-1939,3820,"Цауне, В.",ЦаунеВ,Один... два... два..,NA,Рис. и обл. П. Кондратьева.,NA,М.; Л.,Огиз—Молодая гвардия,1932,NA,46,25000,1,NA
1932-1939,3821,"Пентелович, Ф. Ф.",ПентеловичФФ,Озеро и жизнь в нем,NA,Под ред. проф. Г. Карзинкина.,NA,М.,Акад. пед. наук СССР,1936,Центр. бюро краеведения и Центр. детская экскурсионно-туристич. станция,48,10000,0.6,NA
1932-1939,3824,"Цингер, А. В.",ЦингерАВ,Занимательная ботаника,NA,"Изд. 4-е, перераб. и доп.",NA,Л.,Огиз—Молодая гвардия,1934,NA,185,30000,2,NA
1932-1939,3832,"Цирк, Дурова",ЦиркД,Текст М,Зиа-на. Автор-художн. А. Старческий,NA,NA,Харьков,Обл. комитет Красного креста,1934,NA,8,100000,0.7,NA
1932-1939,3833,"Цыбин, Н.",ЦыбинНВ,Самодельный телефон,NA,NA,NA,М.,ЦС Осоавиахима СССР,1933,Сектор по работе среди детей ЦС Осоавиахима,7,15000,NA,NA
1932-1939,3834,"Цымек, А.; Зуев, И. В.",ЦымекА,Зеленое золото,NA,NA,NA,Москва; Хабаровск,Дальгиз,1934,NA,116,10500,1.5,NA
