vol,num,author,author_std,title,subtitle,editorial,genre,city,publisher,year,series,pages,printrun,price,contents
1918-1931,7967,"Разгон, И.",РазгонИ,В поход,Произв.-технич. поход пионеров и школьников,NA,NA,М.,Огиз—Молодая гвардия,1930,Деритесь за политехнизм,32,35100,0.1,NA
1918-1931,7968,"Разгон, Л. Э.",РазгонЛЭ,Как надо работать,Пионеры в борьбе за соваппарат,NA,NA,М.; Л.,Огиз—Молодая гвардия,1930,Библиотека пионера-активиста «Жемчужины опыта»,32,15100,0.1,NA
1918-1931,7969,"Разгон, Л. Э.",РазгонЛЭ,Рабочая комната.',Из истории одного отряда,NA,NA,М.; Л.,Огиз—Молодая гвардия,1929,Библиотека пионера-активиста «Жемчужины опыта»,24,15000,0.8,NA
1918-1931,7970,"Разгон, Л. Э.",РазгонЛЭ,Рабочая комната.',Из истории одного отряда,Изд. 2-е,NA,М.; Л.,Огиз—Молодая гвардия,1930,Библиотека пионера-активиста «Жемчужины опыта»,32,15100,0.1,NA
1918-1931,7971,"Разин, И.",РазинИ,В поход за знанием,"Памятка о работе по печати пионеротрядам, звеньям,' детским библиотекам, деткоровским кружкам, детским корреспондентам, уполномоченным по печати",NA,NA,М.; Л.,Огиз—Молодая гвардия,1928,NA,152,7000,1,NA
1918-1931,7972,"Разин, И.",РазинИ,Всесоюзный староста М,И. Калинин. Биография,NA,NA,М.,Огиз—Молодая гвардия,1926,Библиотека юного пионера. Наши вожди,40,10000,0.15,NA
1918-1931,7973,"Разин, И.",РазинИ,Пионерам об октябре,Сборник,NA,NA,М.; Л.,Огиз—Молодая гвардия,1925,NA,214,15000,1,NA
1918-1931,7974,"Разин, И.",РазинИ,Почему мы празднуем международный юношеский день,NA,NA,NA,М.; Л.,Огиз—Молодая гвардия,1925,У костра,62,15000,0.12,NA
1918-1931,7975,"Разин, И.",РазинИ,Почему мы празднуем международный юношеский день,NA,Изд. 2-е,NA,М.; Л.,Огиз—Молодая гвардия,1925,Беседы у костра,62,15000,0.12,NA
1918-1931,7976,"Райкова, Н.",РайковаН,Маленький аквариум,Руководство для молодых натуралистов и любителей природы своего края,Под ред. и с предисл. Б. Е. Райкова.,NA,М.; Л.,Гиз,1929,В помощь школьнику,96,5000,0.5,NA
1918-1931,7977,"Райт, Р.",Райт-КовалеваРЯ,Красный треугольник,NA,NA,NA,М.; Л.,Гиз,1931,NA,61,5000,0.45,NA
1918-1931,7978,"Райтлер, Ю. Н.",РайтлерЮН,Далеко на Восток,NA,Рис. И Б Кондратьева.,NA,М.; Л.,Огиз—Молодая гвардия,1931,NA,40,25000,0.25,NA
1918-1931,7979,"Райтлер, Ю. Н.",РайтлерЮН,Уроков не будет,NA,Гравюры на дереве Э. Будогосского.,NA,М.; Л.,Гиз,1931,NA,54,10000,0.3,NA
1918-1931,7980,"Райтлер, Ю. Н.",РайтлерЮН,Школа и школьники в пятом году,NA,NA,NA,М.,Прибой,1926,Дешевая книжка пионера,14,15000,0.5,NA
1918-1931,7981,"Раксина, П. А.",РаксинаПА,Смородина*,NA,Ред. В. П. Великановой.,NA,М.; Л.,Сельхозгиз,1931,С.-х. библиотека пионера,40,30000,0.12,NA
1918-1931,7982,Ралевич.,Ралевич,Жизнь пчел и муравьев,NA,NA,NA,М.,Новая Москва,1925,NA,48,4000,0.2,NA
1918-1931,7983,"Ранков, М.; Родова, Е.",РанковМ,Туркестанский хлопок,Книжка-картинка,Рис. М. Райкова и Е. Родовой.,NA,М.,Огиз—Молодая гвардия,1931,NA,12,50000,0.22,NA
1918-1931,7983,"Ранков, М.; Родова, Е.",РодоваЕ,Туркестанский хлопок,Книжка-картинка,Рис. М. Райкова и Е. Родовой.,NA,М.,Огиз—Молодая гвардия,1931,NA,12,50000,0.22,NA
1918-1931,7984,"Раскольников, Ф. Ф.",РаскольниковФФ,Кронштадтцы. Из воспоминаний большевика. (1917 г.),NA,Рис. Бочкова.,NA,М.,Огиз—Молодая гвардия,1931,NA,80,10000,0.5,NA
1918-1931,7985,NOAUTHOR,NA,РАСКРАСКА № 2,NA,NA,NA,Л.; М.,Радуга,1929,NA,12,50000,0.1,NA
1918-1931,7995,"Ратновский, Я.",РатновскийЯ,Микрофон в порту,NA,Рис. П. Кондратьева.,NA,М.; Л.,Огиз—Молодая гвардия,1931,NA,68,10000,0.3,NA
1918-1931,7996,"Ратновский, Я.",РатновскийЯ,Ударники обороньк Опыт военной _ работы кронштадтских пионеров и школьников,NA,NA,NA,М.,Огиз—Молодая гвардия,1931,NA,39,10000,0.2,NA
1918-1931,7997,"Ратновский, Ф.; Захаренко, С.",РатновскийФ,Строим 2-ю ГЭС,NA,NA,NA,М.; Л.,Огиз—Молодая гвардия,1931,NA,48,10000,0.2,NA
1918-1931,7997,"Ратновский, Ф.; Захаренко, С.",ЗахаренкоС,Строим 2-ю ГЭС,NA,NA,NA,М.; Л.,Огиз—Молодая гвардия,1931,NA,48,10000,0.2,NA
1918-1931,7998,"Рахманин, Г. Г.",РахманинГГ,Календарь охотничьи с зверей и птиц,NA,NA,NA,Л.,Научное кн-во,1929,Библиотека журн. «В мастерской природы»,95,5200,0.9,NA
1918-1931,8020,"Рахманин, А. М.",РахманинАМ,Раскраска,Картинки для раскрашивания,NA,NA,Л.,Радуга,1926,NA,11,30000,0.2,NA
1918-1931,8022,"Рачев, Е.",РачевЕ,Горой труда,NA,Рис. автора.,NA,Киев,Культура,1930,NA,12,60000,0.17,NA
1918-1931,8023,"Рачев, Е.",РачевЕ,Стальные руки,NA,NA,NA,Киев,Культура,1930,NA,12,60000,0.13,NA
1918-1931,8024,NOAUTHOR,NA,РЕБЯТА В КОЛХОЗЕ,Речи делегатов 1 слета пионеров,Под ред. и с предисл. Е. Гвоздиковой.,NA,М.,Крестьянская газета,1930,NA,62,30000,0.1,NA
1918-1931,8025,NOAUTHOR,NA,РЕБЯТА В КОЛХОЗЕ,Речи делегатов 1 слета пионеров,Изд. 2-е,NA,М.,Крестьянская газета,1930,NA,62,60000,0.1,NA
1918-1931,8026,NOAUTHOR,NA,РЕБЯТА КОММУНЫ,NA,Рис. Ф. Полищук.,NA,М.,Огиз—Молодая гвардия,1931,NA,16,50000,0.8,NA
1918-1931,8027,NOAUTHOR,NA,РЕБЯТАМ О ПАСХЕ,NA,NA,NA,М.,Безбожник,1929,NA,4,300000,0.1,NA
1918-1931,8028,NOAUTHOR,NA,РЕБЯТАМ О ПАСХЕ,NA,NA,NA,Кунгур,Акад. пед. наук СССР,1930,Центр. совет Союза воинствующих безбожников,4,2000,0.1,NA
1918-1931,8030,"Регина, К.",РегинаК,Вместе с отцами,Письма зарубежных пионеров,Сост. К. Регина и Б. Белла. Под ред. Междунар. детбюро ИККИМ.,NA,М.; Л.,Огиз—Молодая гвардия,1928,NA,60,5000,0.4,NA
1918-1931,8041,NOAUTHOR,NA,РЕЗОЛЮЦИИ ПЛЕНУМА ЯРОСЛАВСКОГО ГУБЕРНСКОГО БЮРО ЮП от 20—22 апреля 1929 г,NA,NA,NA,Ярославль,Акад. пед. наук СССР,1929,Ярославcк. губбюро юных пионеров,23,500,NA,NA
1918-1931,8042,NOAUTHOR,NA,РЕЗОЛЮЦИИ 8-го ПЛЕНУМА ДАЛЬ-БЮРО ДКО при ДАЛЬКРАЙКОМЕ ВЛКСМ. (21—24 апр. 1930 г.),NA,NA,NA,Хабаровск,Акад. пед. наук СССР,1930,Дальневост. Крайком ВЛКСМ. Дальбюро ДКО,35,1000,NA,NA
1918-1931,8047,"Рейн, Б.",РейнБ,Кем я могу быть,NA,Рис. А. Налетова.,NA,Л.,Красная газета,1930,Библиотека «Ленинских искр»,112,15000,0.5,NA
1918-1931,8048а,"Рейх, М.В.",РейхМ,Два грамотея М,NA,NA,NA,Ташкент,Огиз РСФСР,1931,NA,16,20150,0.5,NA
1918-1931,8049,"Рейхлин, М.",РейхлинМ,Кич-кин-тай туркменский мальчик,NA,Рис. автора.,NA,М.,ЗИФ,1926,NA,15,10000,1,NA
1918-1931,8050,NOAUTHOR,NA,РЕКА В УПРЯЖКЕ,NA,Под ред. Б. Житкова. Рис. С. Павлова.,NA,М.; Л.,Гиз,1927,NA,81,7000,0.8,NA
1918-1931,8051,NOAUTHOR,NA,РЕКА В УПРЯЖКЕ,NA,Изд. 2-е,NA,М.; Л.,Гиз,1928,NA,79,7000,0.8,NA
1918-1931,8052,NOAUTHOR,NA,РЕКА В УПРЯЖКЕ,NA,Изд. 3-е,NA,М.; Л.,Гиз,1930,NA,77,20000,0.8,NA
1918-1931,8054,"Рексин, С.; Менщиков, И.",РексинС,Что такое радио,NA,NA,NA,М.,Новая Москва,1925,Библиотека пионерского звена,88,9000,0.55,NA
1918-1931,8054,"Рексин, С.; Менщиков, И.",МенщиковИ,Что такое радио,NA,NA,NA,М.,Новая Москва,1925,Библиотека пионерского звена,88,9000,0.55,NA
1918-1931,8055,NOAUTHOR,NA,РЕПКА,Риз. А. Сапожникова,Изд. 2-е,NA,Саратов,"изд. Саратовск. союза потреб, обществ",1919,NA,8,NA,NA,NA
1918-1931,8058,NOAUTHOR,NA,РЕПКА,NA,Рис. Н. Ярушко.,NA,Киев,Культура,1928,NA,11,20000,0.12,NA
1918-1931,8059,NOAUTHOR,NA,РЕПКА,NA,Рис. Н. Ярушко.,NA,Киев,Культура,1928,Мои любимые сказки,12,80000,0.15,NA
1918-1931,8060,NOAUTHOR,NA,РЕПКА,NA,Рис. Н. Ярушко.,NA,Киев,Культура,1930,Мои любимые сказки,11,20000,0.12,NA
1918-1931,8061,NOAUTHOR,NA,РЕПКА,NA,Рис. Т. Лебедевой.,NA,М.,Гиз,1929,NA,12,100000,0.6,NA
1918-1931,8062,NOAUTHOR,NA,РЕПКА,NA,Рис. Т. Лебедевой.,NA,М.,Гиз,1930,NA,12,7500,0.6,NA
1918-1931,8063,NOAUTHOR,NA,РЕПКА,ЛИСА и ЖУРАВЛЬ,NA,NA,М.,I. Кнебель,1918,NA,10,10000,NA,NA
1918-1931,8066,NOAUTHOR,NA,РЕШЕНИЯ 2-го ПЛЕНУМА (СРЕДНЕ-ВОЛЖСКОГО) КРАЙБЮРО ДНО,NA,NA,NA,Самара,Акад. пед. наук СССР,1930,Средневолжское крайбюрб ДКО при крайкоме ВЛКСМ,26,2500,NA,NA
1918-1931,8067,NOAUTHOR,NA,РЕШЕНИЯ 2-го ПЛЕНУМА (САМАРСКОГО) ОКРБЮРО ДКО. (15 — 17 января 1930 г.),NA,NA,NA,Самара,Акад. пед. наук СССР,1930,Самарск. окрбюро ДКО Средневолжского края,37,700,NA,NA
1918-1931,8068,NOAUTHOR,NA,РЕШЕНИЯ ПЛЕНУМА СРЕДНЕ-ВОЛЖСК. КРАЙБЮРО ДКО. (25-28 августа 1931 г.),NA,NA,NA,Самара,Акад. пед. наук СССР,1931,"Средневолжск. краев, бюро ДКО",14,NA,NA,NA
1918-1931,8070,"Ржепишевский, М. И.",РжепишевскийМИ,Юный радиолюбитель,NA,NA,NA,М.,Знание,1925,NA,47,15000,0.35,NA
1918-1931,8071,"Рид, Д.",РидД,Штурм отжившего мира,"По книге «Десять дней, которые потрясли мир»",NA,NA,Л.,Прибой,1923,Сектор «Юный пролетарий»,64,5000,0.35,NA
1918-1931,8072,"Рид, Д.",РидД,Штурм отжившего мира,"По книге «Десять дней, которые потрясли мир»",Изд. 2-е,NA,Л.,Прибой,1925,Сектор «Юный пролетарий»,67,5010,0.2,NA
1918-1931,8073,"Рикка, Е. Т.",РиккаЕТ,История золотого зернышка,NA,Рис. А. Комарова.,NA,М.,Г. Ф. Мириманов,1924,Библиотека школьника,32,10000,0.45,NA
1918-1931,8074,Рим,Рим,Кто такие юные пионеры,NA,NA,NA,М.,Огиз—Молодая гвардия,1930,Библиотечка всесоюзн. перевыборов пионерактива,32,30100,NA,NA
1918-1931,8075,Рим,Рим,Кто такие юные пионеры,NA,NA,NA,М.,Огиз—Молодая гвардия,1930,Библиотечка всесоюзн. перевыборов пионерактива,32,50100,0.1,NA
1918-1931,8078,"Ринг, Г.",РингГ,Дети побеждают,NA,NA,NA,М.,изд-во ЦК МОПР СССР,1931,NA,31,35000,0.6,NA
1918-1931,8081,"Рихтер, Б.",РихтерБ,Польские пионеры,NA,Рис. автора.,NA,М.; Л.,Огиз—Молодая гвардия,1931,NA,45,15000,0.15,NA
1918-1931,8135,Рогаль,Рогаль,Летние экскурсии и туризм в работе пионеров,NA,NA,NA,М.; Л.,Огиз—Молодая гвардия,1931,NA,93,5000,0.45,NA
1918-1931,8139,"Рогожин, Н.",РогожинН,"Советским фабрикам, советский хлопок",NA,NA,NA,М.,Огиз—Молодая гвардия,1931,Библиотека юного колхозника,32,50155,0.8,NA
1918-1931,8140,"Родин, А.",РодинА,В свободные часы,NA,NA,NA,М.; Л.,Огиз—Молодая гвардия,1927,Беспл. приложение к журн. «Пионер»,24,28000,0.15,NA
1918-1931,8141,"Родин, А.",РодинА,25 игр подшефным ребятам,NA,Составлено бригадой под рук. А. Родина.,NA,М.,Огиз—Молодая гвардия,1931,В помощь затейникам,17,50000,0.12,NA
1918-1931,8142,"Родин, А.",РодинА,Завтра Московской области,NA,NA,NA,М.,Огиз—Молодая гвардия,1932,NA,80,15000,0.5,NA
